Name,File,Age,Gender,Race,Language,Words,Seconds,WPS,Readability,F0mean,F0median,YT_WER,FB_WER,MS_WER,GM_WER,WX_WER,ZM_WER,BJ_WER
Nathan Myhrvold,NathanMyhrvold_2011U,52,M,White,US,1820,602,3.023,6.46,208.61,202.53,0.05168,0.06597,0.06432,0.07477,0.116,0.07037,0.09071
Navi Radjou,NaviRadjou_2014G,44,M,Asian,L2,2149,989,2.173,7.84,163.71,153.85,0.0594,0.09074,0.06595,0.08232,0.13377,0.10243,0.06221
Negin Farsad,NeginFarsad_2016U,38,F,Asian,US,1288,490,2.631,7.44,271.71,275.86,0.10506,0.11518,0.09728,0.19533,0.17977,0.13385,0.12529
Neil Burgess,NeilBurgess_2011S,,M,White,Non-US,1667,540,3.088,6.7,172.61,160,0.03119,0.04559,0.04259,0.07499,0.07798,0.03659,0.05819
Neil Mac Gregor,NeilMacGregor_2011G,65,M,White,Non-US,2778,1174,2.367,6.9,164.95,145.45,0.0324,0.04716,0.04644,0.09179,0.15407,0.08927,0.08711
Neri Oxman,NeriOxman_2015,39,F,White,Non-US,2285,1057,2.163,7.82,218.36,231.88,0.03765,0.06042,0.04729,0.06086,0.1204,0.08319,0.08538
Nicholas Christakis,NicholasChristakis_2010,48,M,White,US,3291,1091,3.017,6.56,205.93,197.53,0.04294,0.05359,0.04629,0.06395,0.07308,0.04963,0.06364
Nick Bostrom,NickBostrom_2015,42,M,White,L2,2519,995,2.531,7.33,150.78,129.03,0.08499,0.08856,0.07863,0.10048,0.15409,0.10961,0.10643
Nick Hanauer,NickHanauer_2014S,55,M,White,US,2536,1227,2.068,7.34,166.33,152.38,0.04124,0.06701,0.04798,0.05948,0.10151,0.07811,0.07375
Nic Marks,NicMarks_2010G,,M,White,Non-US,2773,1006,2.756,6.42,159.39,150.94,0.02743,0.04691,0.04006,0.04728,0.07578,0.05341,0.05846
Niels Diffrient,NielsDiffrient_2002,74,M,White,US,2190,1040,2.106,6.13,122.62,101.27,0.06304,0.07538,0.07218,0.11329,0.12015,0.13248,0.12517
Nina Fedoroff,NinaFedoroff_2016X,74,F,White,US,1945,915,2.126,7.62,229,228.57,0.03706,0.06176,0.04632,0.0561,0.11631,0.07308,0.05764
Nina Jablonski,NinaJablonski_2009,56,F,White,US,1862,883,2.11,7.1,208.36,205.13,0.0247,0.03813,0.03008,0.03115,0.04565,0.04135,0.03491
Nina Tandon,NinaTandon_2012G,,F,Asian,US,1049,376,2.787,7.35,222.58,222.22,0.01335,0.04957,0.03432,0.04004,0.06006,0.03813,0.04385
Nirmalya Kumar,NirmalyaKumar_2012X,52,M,Asian,L2,2492,909,2.741,7.01,167.01,166.67,0.05538,0.09671,0.03933,0.06581,0.11196,0.07584,0.08708
Nizar Ibrahim,NizarIbrahim_2014Y,32,M,White,Non-US,887,366,2.423,7.31,168.18,149.53,0.04961,0.11161,0.09696,0.08794,0.13641,0.09696,0.09921
Noah Feldman,NoahFeldman_2003,33,M,White,US,2765,901,3.068,7.13,205.47,170.21,0.02604,0.05316,0.02966,0.07957,0.05714,0.04557,0.03834
Noreena Hertz,NoreenaHertz_2010S,43,F,White,Non-US,2053,1095,1.874,8.08,212.55,219.18,0.02241,0.03799,0.02825,0.03653,0.07793,0.05358,0.04189
Norman Foster,NormanFoster_2007P,72,M,White,Non-US,4146,1917,2.162,7.27,176.3,163.27,0.05193,0.0657,0.0558,0.09203,0.08599,0.05435,0.05894
Olafur Eliasson,OlafurEliasson_2009,42,M,White,Non-US,1639,571,2.872,6.17,149.35,145.45,0.11714,0.12813,0.12935,0.20134,0.15924,0.14277,0.14033
Ole Scheeren,OleScheeren_2015G,44,M,White,Non-US,2480,991,2.504,7.75,176.86,160,0.02541,0.05163,0.02864,0.03873,0.07342,0.04921,0.04276
Omar Ahmad,OmarAhmad_2010U,51,M,Asian,US,1067,365,2.927,6.43,181.37,170.21,0.02062,0.03468,0.02718,0.04405,0.04217,0.03374,0.0253
Ory Okolloh,OryOkolloh_2007G,,F,Black,L2,2728,992,2.75,6.22,187.05,173.91,0.09945,0.10569,0.10385,0.16073,0.18128,0.14459,0.13761
Paddy Ashdown,PaddyAshdown_2011X,,M,White,Non-US,3109,1106,2.81,7.03,205.61,188.24,0.04086,0.07272,0.05277,0.07819,0.11551,0.08172,0.08333
Paola Antonelli,PaolaAntonelli_2013S,50,F,White,L2,3254,1112,2.925,6.71,197.55,192.77,0.06023,0.0799,0.07283,0.13245,0.12784,0.09619,0.08144
Parag Khanna,ParagKhanna_2016,39,M,Asian,US,2774,1239,2.24,7.6,164.86,148.15,0.02884,0.04434,0.03461,0.03497,0.08976,0.06236,0.03497
Pardis Sabeti,PardisSabeti_2015W,40,F,Asian,L2,1736,581,2.986,7.04,193.9,192.77,0.03919,0.05937,0.05418,0.17522,0.09337,0.06398,0.06052
Parul Sehgal,ParulSehgal_2013S,,F,Asian,US,1911,791,2.416,7.04,172.96,166.67,0.05808,0.07431,0.07849,0.1057,0.14914,0.09576,0.10623
Patricia Burchat,PatriciaBurchat_2008,50,F,White,US,2887,963,2.997,6.23,223.22,225.35,0.03776,0.05023,0.03083,0.06651,0.06235,0.04988,0.0426
Patricia Ryan,PatriciaRyan_2010X,,F,White,Non-US,1361,632,2.154,6.68,192.14,183.91,0.02278,0.04188,0.03747,0.05143,0.08964,0.07054,0.08009
Patrick Awuah,PatrickAwuah_2007G,42,M,Black,Non-US,2158,1051,2.054,6.69,141.24,120.3,0.04592,0.05566,0.04963,0.07792,0.09926,0.08859,0.07792
Patrick Chappatte,PatrickChappatte_2010G,43,M,Asian,L2,1586,749,2.116,6.34,185.7,179.78,0.06683,0.09584,0.06873,0.10467,0.17087,0.11034,0.1116
Pattie Maes,PattieMaes_2009,48,F,White,L2,1144,522,2.191,7.22,214.52,216.22,0.02887,0.05249,0.0315,0.11986,0.09099,0.04812,0.08136
Paula Hammond,PaulaHammond_2015P,,F,Black,US,1391,647,2.151,7.25,214.77,216.22,0.04317,0.06259,0.05971,0.08561,0.13741,0.07482,0.08489
Paula Johnson,PaulaJohnson_2013W,54,F,Black,US,1883,882,2.134,6.51,192.46,190.48,0.01065,0.02875,0.02662,0.01491,0.04047,0.03834,0.02875
Paula Scher,PaulaScher_2008P,60,F,White,US,3595,1308,2.748,6.55,191.69,181.82,0.03339,0.0512,0.03728,0.07568,0.069,0.05008,0.0448
Paul Bennett,PaulBennett_2005G,,M,White,Non-US,2473,848,2.916,6.55,140.35,108.84,0.06146,0.07764,0.06268,0.11524,0.12738,0.09988,0.08896
Paul Collier,PaulCollier_2009S,60,M,White,Non-US,2041,991,2.06,6.63,173.6,140.35,0.04069,0.05735,0.07108,0.1,0.12402,0.08039,0.08725
Paul Conneally,PaulConneally_2011X,52,M,White,Non-US,1521,654,2.326,8.11,135.42,120.3,0.04034,0.06878,0.04828,0.07606,0.09921,0.06944,0.06415
Paul Ewald,PaulEwald_2007,,M,White,US,3449,1066,3.235,6.48,149.32,120.3,0.07599,0.09571,0.07512,0.13312,0.12645,0.0844,0.08962
Paul Gilding,PaulGilding_2012,,M,White,Non-US,2347,1003,2.339,6.89,156.82,131.15,0.02989,0.03843,0.0474,0.05551,0.14048,0.07344,0.0538
Paul Greenberg,PaulGreenberg_2015Z,,M,White,US,2689,869,3.095,6.77,156.43,139.13,0.04501,0.0718,0.05729,0.0904,0.11979,0.0811,0.07106
Paul Knoepfler,PaulKnoepfler_2015X,48,M,White,US,2732,1103,2.477,6.47,154.86,134.45,0.05564,0.07101,0.0571,0.06589,0.07906,0.0754,0.05783
Paul Moller,PaulMoller_2004,68,M,White,US,2571,939,2.738,6.73,146.44,100,0.08921,0.09466,0.0822,0.15738,0.13907,0.12271,0.11336
Paul Pholeros,PaulPholeros_2013X,60,M,White,Non-US,2636,1059,2.489,6.51,144.38,116.79,0.03777,0.04922,0.05418,0.05418,0.09882,0.07516,0.07478
Paul Romer,PaulRomer_2011U,56,M,White,US,1574,550,2.86,6.93,166.67,148.15,0.04003,0.05845,0.03875,0.0413,0.05591,0.05083,0.04638
Paul Rothemund,PaulRothemund_2008,104,M,White,US,3264,984,3.316,6.3,157.01,142.86,0.05363,0.07754,0.06405,0.10665,0.10175,0.0665,0.06773
Paul Stamets,PaulStamets_2008,53,M,White,US,2751,1058,2.599,7.77,152.16,142.86,0.08033,0.11959,0.10433,0.14904,0.19157,0.12214,0.12759
Paul Tudor Jones,PaulTudorJones_2015,61,M,White,US,1382,595,2.321,7.38,164.39,144.14,0.04578,0.06904,0.06468,0.08212,0.11119,0.09012,0.09811
Paul Zak,PaulZak_2011G,49,M,White,US,2732,991,2.756,6.49,159.77,126.98,0.06676,0.07483,0.08107,0.10932,0.13206,0.09978,0.11665
Pavan Sukhdev,PavanSukhdev_2011G,51,M,Asian,Non-US,2976,988,3.013,7.23,140.9,114.29,0.04453,0.09076,0.05634,0.20884,0.12821,0.08603,0.07659
Peggy Orenstein,PeggyOrenstein_2016W,55,F,White,US,2260,1024,2.207,7.67,174.95,168.42,0.0133,0.02793,0.02394,0.04078,0.05186,0.03945,0.03147
Penelope Boston,PenelopeBoston_2006,,F,White,US,3348,1103,3.035,7.03,223.95,219.18,0.03675,0.05258,0.03974,0.05109,0.07679,0.04601,0.05707
Peter Attia,PeterAttia_2013P,40,M,White,Non-US,2413,958,2.518,7.03,145.97,109.59,0.02321,0.03315,0.02735,0.03315,0.0489,0.05139,0.03025
Peter Donnelly,PeterDonnelly_2005G,46,M,White,Non-US,4005,1280,3.128,6.17,153.81,142.86,0.07781,0.08857,0.08256,0.08857,0.13135,0.10008,0.08481
Peter Eigen,PeterEigen_2009X,71,M,White,L2,2246,969,2.317,7.41,147.76,139.13,0.05392,0.07665,0.06729,0.15775,0.16087,0.11809,0.10829
Peter Haas,PeterHaas_2010G,,M,White,US,957,507,1.888,7.68,145.19,120.3,0.03138,0.05544,0.04498,0.05649,0.08787,0.08054,0.06904
Peter Norvig,PeterNorvig_2012U,56,M,White,US,963,368,2.614,7.29,143.98,112.68,0.0405,0.05296,0.04984,0.08723,0.06438,0.04154,0.04984
Peter Reinhart,PeterReinhart_2008P,,M,White,US,2823,927,3.045,6.15,156.29,134.45,0.05384,0.06199,0.06376,0.17039,0.13921,0.08537,0.09741
Peter Saul,PeterSaul_2011X,77,M,White,Non-US,2444,797,3.068,6.49,128.28,111.11,0.05035,0.06263,0.06222,0.17642,0.10111,0.08023,0.07041
Phil Hansen,PhilHansen_2013,,M,White,US,1578,601,2.625,7.05,169.96,146.79,0.03169,0.06717,0.04246,0.05133,0.07985,0.0564,0.04499
Philip Evans,PhilipEvans_2013S,,M,White,Non-US,2243,838,2.677,7.56,178.48,163.27,0.02679,0.06161,0.0308,0.04821,0.07054,0.04732,0.04509
Philip Zimbardo,PhilipZimbardo_2011,78,M,White,US,696,283,2.456,8.32,162.92,146.79,0.07061,0.14409,0.08646,0.21902,0.13256,0.10519,0.11095
Phil Plait,PhilPlait_2011X,47,M,White,US,2566,853,3.008,6.21,177.71,163.27,0.07018,0.07875,0.06745,0.1115,0.10877,0.08304,0.08577
Pia Mancini,PiaMancini_2014G,,F,White,L2,1703,808,2.108,7.27,196.87,195.12,0.04818,0.07109,0.06463,0.07991,0.09459,0.08637,0.07344
Pico Iyer,PicoIyer_2016T,59,M,Asian,Non-US,1244,610,2.04,6.98,164.76,148.15,0.0201,0.06029,0.04341,0.05466,0.09646,0.05547,0.04743
Prosanta Chakrabarty,ProsantaChakrabarty_2016U,38,M,Asian,US,757,293,2.58,7.31,144.81,114.29,0.05548,0.06737,0.06605,0.08454,0.10304,0.08851,0.09908
Quyen Nguyen,QuyenNguyen_2011P,59,F,Asian,US,2447,965,2.535,6.52,232.56,231.88,0.04211,0.0695,0.0695,0.06541,0.10262,0.0834,0.08136
Rachel Armstrong,RachelArmstrong_2009G,,F,White,Non-US,1174,449,2.615,7.1,207.67,205.13,0.03152,0.05281,0.05196,0.05366,0.09114,0.05622,0.04344
Rachel Sussman,RachelSussman_2010G,35,F,White,US,2330,845,2.757,7.24,180.16,175.82,0.05021,0.0721,0.04421,0.05708,0.09528,0.05107,0.06652
Rajesh Rao,RajeshRao_2011,41,M,Asian,Non-US,2997,1018,2.944,6.37,199.22,192.77,0.08578,0.14753,0.09379,0.1492,0.18191,0.10447,0.12183
Raj Panjabi,RajPanjabi_2017,,M,Asian,US,3151,1235,2.552,6.74,169.32,158.42,0.03618,0.0549,0.0476,0.06157,0.10156,0.07585,0.06474
Ramanan Laxminarayan,RamananLaxminarayan_2014P,,M,Asian,L2,2385,886,2.692,7.28,168.99,155.34,0.05038,0.09614,0.06255,0.16121,0.10747,0.08732,0.07473
Ray Anderson,RayAnderson_2009,,M,White,US,2082,949,2.195,7.55,156.28,150.94,0.0705,0.08836,0.07677,0.12699,0.16803,0.12844,0.12313
Ray Kurzweil,RayKurzweil_2014,66,M,White,US,1640,593,2.766,7.18,150.07,131.15,0.05006,0.07692,0.08425,0.12515,0.12637,0.09096,0.09646
Raymond Wang,RaymondWang_2015Y,,M,Asian,Non-US,1151,392,2.933,6.95,187.15,177.78,0.07485,0.08964,0.08529,0.09138,0.1201,0.10705,0.12272
Ray Zahab,RayZahab_2009,40,M,Asian,US,1005,354,2.842,7.02,197.06,197.53,0.05473,0.06866,0.05373,0.08259,0.12637,0.08955,0.10249
Read Montague,ReadMontague_2012G,52,M,White,US,2517,800,3.146,6.82,161.51,140.35,0.03655,0.04847,0.04331,0.08304,0.06635,0.04728,0.0445
Rebecca MacKinnon,RebeccaMacKinnon_2016T,47,F,White,US,1575,721,2.185,8.21,173.36,160,0.02667,0.04825,0.03302,0.04825,0.07175,0.05143,0.04127
Rebecca Onie,RebeccaOnie_2012P,35,F,White,US,2662,991,2.686,7.01,222.44,222.22,0.03193,0.04583,0.03719,0.04282,0.06612,0.05259,0.04884
Richard Dawkins,RichardDawkins_2005G,64,M,White,Non-US,3245,1317,2.465,7.49,136.29,115.11,0.02928,0.05485,0.03482,0.08937,0.1057,0.05978,0.06533
Richard Sears,RichardSears_2010U,,M,White,US,1123,409,2.747,6.57,183.64,177.78,0.03125,0.04107,0.04196,0.04821,0.06429,0.05357,0.06429
Richard Seymour,RichardSeymour_2011S,32,M,White,Non-US,3160,1032,3.061,6.09,132.5,115.94,0.06835,0.07595,0.08323,0.18861,0.14494,0.12563,0.13259
Richard Weller,RichardWeller_2012X,,M,White,Non-US,2240,776,2.885,6.64,154.33,140.35,0.05938,0.07098,0.07411,0.1875,0.12589,0.09598,0.09063
Richard Wilkinson,RichardWilkinson_2011G,,M,White,Non-US,2444,1011,2.417,6.84,183.35,140.35,0.04062,0.05909,0.05499,0.06483,0.10217,0.06319,0.0755
Rich Benjamin,RichBenjamin_2015W,,M,Black,US,1450,786,1.846,7.58,168.27,132.23,0.06694,0.07729,0.07384,0.07384,0.13527,0.08972,0.10145
Rick Falkvinge,RickFalkvinge_2013X,,M,White,L2,2417,1102,2.194,6.37,152.73,144.14,0.06584,0.08282,0.07619,0.09896,0.10062,0.09358,0.08737
Rick Warren,RickWarren_2006,52,M,White,US,3425,1262,2.713,5.75,145.28,125.98,0.06201,0.07049,0.06493,0.08891,0.09827,0.07751,0.06259
Robb Willer,RobbWiller_2016X,39,M,White,US,1844,725,2.542,6.63,151.48,134.45,0.02717,0.03967,0.04022,0.0625,0.06033,0.05109,0.04348
Robert Ballard,RobertBallard_2008,66,M,White,US,3281,1093,3.001,6.66,147.08,125.98,0.07855,0.10422,0.08068,0.11797,0.12072,0.09199,0.08374
Robert Gordon,RobertGordon_2013,,M,White,US,1836,734,2.5,7.3,168.99,152.38,0.04018,0.08145,0.04678,0.09136,0.07815,0.07155,0.07595
Robert Hammond,RobertHammond_2011U,30,M,White,US,991,338,2.931,6.91,167.17,141.59,0.06761,0.10192,0.09485,0.10091,0.13017,0.10595,0.08577
Robert Muggah,RobertMuggah_2014G,40,M,White,US,2306,892,2.584,7.94,150.78,142.86,0.05181,0.08751,0.06313,0.07619,0.12103,0.09926,0.07444
Robert Neuwirth,RobertNeuwirth_2012G,,M,White,US,1933,746,2.59,7.4,158.32,133.33,0.04821,0.06273,0.05547,0.06117,0.10524,0.07932,0.0591
Robert Palmer,RobertPalmer_PanamaPapers_2016V,,M,White,Non-US,1049,469,2.236,7.86,142.73,114.29,0.02574,0.03908,0.02955,0.0715,0.06864,0.06006,0.04194
Robert Swan,RobertSwan_2014G,58,M,White,Non-US,1746,966,1.807,6.68,191.02,200,0.02982,0.05161,0.03555,0.03727,0.09002,0.05734,0.0711
Rob Hopkins,RobHopkins_2009G,,M,White,Non-US,3078,997,3.087,7.02,151.56,130.08,0.04225,0.0533,0.0468,0.052,0.08385,0.06272,0.05135
Robin Chase,RobinChase_2012G,,F,White,US,1944,741,2.623,6.77,224.3,216.22,0.05722,0.06701,0.05155,0.07113,0.09536,0.07268,0.07165
Robin Ince,RobinInce_2011G,42,M,White,Non-US,1378,515,2.676,6.28,187.64,166.67,0.05878,0.06967,0.06023,0.06386,0.1016,0.06313,0.12264
Robin Morgan,RobinMorgan_2015W,74,F,White,US,1324,721,1.836,8.26,186.52,166.67,0.01964,0.0423,0.04381,0.04079,0.12085,0.05665,0.06495
Robin Murphy,RobinMurphy_2015W,,F,White,US,1361,543,2.506,7.09,192.9,183.91,0.03824,0.0625,0.04779,0.05294,0.08676,0.06912,0.06985
Rob Knight,RobKnight_2014,,M,White,Non-US,3238,1048,3.089,6.81,162.25,121.21,0.04053,0.05198,0.069,0.12995,0.17915,0.10922,0.09746
Rob Reid,RobReid_2012,46,M,White,US,678,308,2.202,8,168.04,145.45,0.04277,0.04867,0.0354,0.03982,0.11062,0.08112,0.05605
Rodney Brooks,RodneyBrooks_2013,59,M,White,Non-US,1784,596,2.991,6.52,165.61,142.86,0.05045,0.07735,0.06222,0.15863,0.11939,0.07511,0.07455
Ron Eglash,RonEglash_2007G,49,M,White,US,3077,1011,3.043,6.89,157.06,139.13,0.08905,0.1313,0.07995,0.12935,0.15795,0.09295,0.12772
Ron Finley,RonFinley_2013,,M,Black,US,1420,643,2.21,6.46,191.9,173.91,0.14175,0.15656,0.1763,0.16291,0.2426,0.20381,0.17772
Ronny Edry,RonnyEdry_2012X,,M,White,L2,2072,894,2.318,5.67,163.31,155.34,0.09846,0.11004,0.11438,0.13176,0.15927,0.12741,0.14141
Rory Bremner,RoryBremner_2009G,48,M,White,Non-US,2410,878,2.746,6.23,162.06,139.13,0.13071,0.12905,0.13651,0.14274,0.20207,0.15187,0.17469
Rory Stewart,RoryStewart_2012X,39,M,White,Non-US,1935,818,2.365,7.5,166.17,149.53,0.02798,0.05699,0.04508,0.06632,0.10933,0.07306,0.05026
Rory Sutherland,RorySutherland_2011X,,M,White,Non-US,3054,1101,2.774,6.95,203.3,166.67,0.04362,0.05477,0.05313,0.08298,0.11184,0.07084,0.0797
Rose George,RoseGeorge_2013,,F,White,Non-US,2227,842,2.646,6.85,222.48,225.35,0.03915,0.05986,0.05356,0.05986,0.13051,0.06706,0.09856
Rose Goslinga,RoseGoslinga_2014S,,F,White,US,1449,605,2.397,6.94,196.02,195.12,0.04291,0.06159,0.05744,0.07059,0.12042,0.08166,0.08097
Rosie King,RosieKing_2014P,16,F,White,Non-US,960,373,2.576,6.23,225.25,225.35,0.05625,0.06042,0.08646,0.09479,0.15104,0.11042,0.125
Ross Lovegrove,RossLovegrove_2005,47,M,White,Non-US,3298,1170,2.818,6.68,135.87,112.68,0.08766,0.10828,0.08826,0.10343,0.15954,0.13527,0.13527
Roxane Gay,RoxaneGay_2015W,41,F,Black,US,1748,692,2.525,7.03,184.61,177.78,0.01259,0.02918,0.01545,0.02117,0.0349,0.02517,0.02231
Roz Savage,RozSavage_2010Z,43,F,White,Non-US,3060,1038,2.949,6.51,226.41,210.53,0.0366,0.0549,0.0366,0.03954,0.11797,0.06699,0.06209
Ruby Wax,RubyWax_2012G,59,F,White,US,1432,521,2.746,6.43,229.54,219.18,0.08939,0.09218,0.09288,0.20251,0.13198,0.10824,0.11941
Russ Altman,RussAltman_2015P,,M,White,US,2532,885,2.86,6.33,184.83,160,0.05659,0.07281,0.07202,0.09577,0.08073,0.08033,0.07915
Russell Foster,RussellFoster_2013G,54,M,White,Non-US,3444,1307,2.636,6.64,184.18,149.53,0.05263,0.06659,0.0599,0.07618,0.11719,0.08665,0.082
Rutger Bregman,RutgerBregman_2017,29,M,White,L2,2261,902,2.506,7.18,160.11,137.93,0.04388,0.05053,0.05098,0.07491,0.12411,0.08378,0.06206
Ruth Chang,RuthChang_2014S,,F,Asian,US,2074,882,2.352,6.15,227.1,231.88,0.01833,0.02315,0.02653,0.0439,0.07525,0.0439,0.03907
Ryan Gravel,RyanGravel_2016S,,M,White,US,1777,691,2.573,7.31,133.67,96.97,0.03264,0.04558,0.04389,0.12099,0.07091,0.06753,0.04221
Ryan Merkley,RyanMerkley_2012G,,M,White,Non-US,720,262,2.746,6.81,169.44,114.29,0.03194,0.05556,0.03194,0.04444,0.06667,0.03889,0.075
Sally Kohn,SallyKohn_2013S,36,F,White,US,846,360,2.351,6.85,217.22,219.18,0.0355,0.06036,0.04497,0.04379,0.08166,0.0426,0.05325
Samantha Nutt,SamanthaNutt_2015P,46,F,White,Non-US,1965,819,2.4,7.06,228.7,231.88,0.04031,0.06173,0.05102,0.13061,0.0852,0.07194,0.07143
Samantha Power,SamanthaPower_2008,38,F,White,Non-US,4117,1383,2.977,7.04,163.67,155.34,0.0702,0.09619,0.06582,0.12023,0.12461,0.07287,0.06607
Sam Harris,SamHarris_2016T,49,M,White,US,2240,872,2.569,6.8,155.55,130.08,0.05045,0.0558,0.04598,0.07188,0.09688,0.05804,0.06205
Sam Kass,SamKass_2015P,35,M,White,US,1641,732,2.241,6.79,170.47,158.42,0.04896,0.05263,0.05263,0.07711,0.11016,0.09608,0.09241
Sam Martin,SamMartin_2009G,,M,White,US,810,264,3.065,7,163.15,146.79,0.06675,0.07046,0.07169,0.07293,0.12361,0.08405,0.08405
Sam Richards,SamRichards_2010X,50,M,White,US,2758,1084,2.544,5.71,152.79,140.35,0.06202,0.07218,0.07907,0.10156,0.10881,0.08705,0.07943
Samuel Cohen,SamuelCohen_2015S,,M,White,Non-US,1116,477,2.339,7.31,129.25,108.84,0.03495,0.05914,0.05376,0.06183,0.13082,0.07975,0.0672
Sandi Toksvig,SandiToksvig_2016W,58,F,White,L2,2960,1176,2.517,6.33,223.66,216.22,0.06937,0.08832,0.07242,0.11371,0.20102,0.10288,0.14146
Sanford Biggers,SanfordBiggers_2016U,46,M,Black,US,625,264,2.372,9.02,160.15,123.08,0.032,0.0352,0.0384,0.0448,0.1008,0.0496,0.0496
Sangeeta Bhatia,SangeetaBhatia_2015P,47,F,Asian,US,1584,647,2.447,7.04,219.92,219.18,0.03851,0.04545,0.03346,0.03472,0.07323,0.05366,0.05303
Sarah Bergbreiter,SarahBergbreiter_2014Y,,F,White,US,1121,371,3.025,7.02,219.64,216.22,0.04103,0.06155,0.0562,0.06423,0.09367,0.0562,0.07939
Sarah Gray,SarahGray_2015P,25,F,White,US,1593,622,2.563,7.22,235.77,235.29,0.02134,0.03829,0.0295,0.03829,0.07282,0.05336,0.05336
Sarah Lewis,SarahLewis_2014,,F,Black,US,1758,701,2.506,7.58,215.51,210.53,0.03073,0.05065,0.05009,0.05065,0.08879,0.05976,0.05692
Sarah Parcak,SarahParcak_2012U,33,F,White,US,814,317,2.568,7.4,222.47,216.22,0.06143,0.09214,0.08845,0.09091,0.13268,0.09214,0.10074
Saul Griffith,SaulGriffith_2009,35,M,White,Non-US,904,319,2.835,7.59,143.82,129.03,0.05752,0.07965,0.06416,0.07301,0.12611,0.07412,0.08186
Sayu Bhojwani,SayuBhojwani_2016S,49,F,Asian,US,1707,767,2.226,6.97,164.89,148.15,0.01409,0.02995,0.0182,0.02231,0.04698,0.03641,0.03993
Scilla Elworthy,ScillaElworthy_2012X,69,F,White,Non-US,1780,944,1.885,7.04,199.7,183.91,0.04382,0.0573,0.06124,0.06236,0.12416,0.07303,0.05843
Scott Fraser,ScottFraser_2012X,,M,White,US,2460,1103,2.229,7.16,203.11,188.24,0.03984,0.05935,0.0626,0.07358,0.11301,0.0874,0.09715
Scott Kim,ScottKim_2008P,53,M,Asian,US,2188,707,3.096,6.18,143.72,132.23,0.09278,0.1106,0.09918,0.1787,0.14397,0.12706,0.12431
Sean Carroll,SeanCarroll_2010X,44,M,White,US,2983,951,3.137,6.16,171.94,161.62,0.02213,0.04224,0.03084,0.08716,0.0704,0.04325,0.03621
Sebastian Junger,SebastianJunger_2015P,53,M,White,US,1876,812,2.31,6.65,154,144.14,0.03751,0.04609,0.04555,0.04502,0.07985,0.06217,0.05413
Sebastian Seung,SebastianSeung_2010G,44,M,Asian,US,2644,1162,2.275,6.76,153.34,141.59,0.02649,0.03481,0.03103,0.04729,0.09572,0.0507,0.04956
Sebastiao Salgado,SebastiaoSalgado_2013,69,M,White,L2,1992,1013,1.966,6.3,176.98,153.85,0.23379,0.2363,0.26194,0.30166,0.35897,0.31272,0.29462
Seth Berkley,SethBerkley_2015,59,M,White,US,936,442,2.119,7.63,164.43,146.79,0.0235,0.03846,0.02564,0.0235,0.04701,0.02671,0.02885
Seth Godin,SethGodin_2009,,M,White,US,2902,1043,2.782,6.18,189.34,188.24,0.03378,0.04791,0.04137,0.08618,0.07584,0.04964,0.05309
Seyi Oyesola,SeyiOyesola_2007G,,M,Black,Non-US,2150,863,2.492,6.28,164.08,161.62,0.0689,0.08613,0.08845,0.12058,0.17365,0.11685,0.13128
Shabana Basij-Rasikh,ShabanaBasijRasikh_2012X,,F,White,L2,1037,573,1.809,6.49,187.86,188.24,0.01931,0.03764,0.03475,0.03861,0.09266,0.05888,0.07239
Shai Agassi,ShaiAgassi_2009,41,M,White,L2,3403,1080,3.151,6.06,149.73,145.45,0.05232,0.07213,0.05794,0.09252,0.09193,0.08011,0.07508
Shai Reshef,ShaiReshef_2014,,M,White,L2,1272,652,1.95,7.44,164.63,152.38,0.04334,0.05989,0.06304,0.08668,0.13396,0.10481,0.0985
Shaka Senghor,ShakaSenghor_2014,,M,Black,US,1676,721,2.325,7.07,173.54,137.93,0.07045,0.07881,0.09134,0.12119,0.21373,0.17075,0.14328
Shane Koyczan,ShaneKoyczan_2013,37,M,White,Non-US,1930,721,2.678,6.62,167.91,148.15,0.04145,0.05699,0.05544,0.10466,0.11658,0.07617,0.08083
Sharon Brous,SharonBrous_2016W,43,F,White,US,2507,991,2.529,7.23,225.8,235.29,0.01316,0.03271,0.02154,0.02473,0.04428,0.03789,0.0343
Shashi Tharoor,ShashiTharoor_2009I,53,M,Asian,Non-US,3113,1070,2.908,7.45,168.5,153.85,0.08775,0.10447,0.08197,0.1334,0.16779,0.12054,0.1109
Shea Hembrey,SheaHembrey_2011,37,M,White,US,2799,1005,2.786,6.59,178.65,166.67,0.10861,0.1179,0.10754,0.12755,0.14541,0.12076,0.12004
Sheena Iyengar,SheenaIyengar_2011S,,F,Asian,US,2594,962,2.696,6.57,240.31,250,0.04684,0.06736,0.05768,0.06233,0.09679,0.07898,0.08827
Sherry Turkle,SherryTurkle_2012,64,F,White,US,2562,1185,2.162,6.29,230.55,235.29,0.01054,0.02771,0.0242,0.04957,0.03942,0.03435,0.02498
Sherwin Nuland,SherwinNuland_2003,73,M,White,US,1755,757,2.319,7.01,179.12,125,0.02906,0.04444,0.04274,0.05869,0.06952,0.05755,0.05128
Sheryl Sandberg,SherylSandberg_2010W,41,F,White,US,2667,895,2.98,6.17,209.16,202.53,0.04549,0.06579,0.05602,0.06353,0.0812,0.07519,0.07519
